id,text,label
3175,"@Cris__U mi vida ,decile a es Mamerto de compañero con anteojos que tenes.QUE DEJE DE INSULTAR A FLORENCIA..LA ZORRA SERÁ TU ABUELA IMBÉCIL🔫",discredit
2569,@SamiDoural LA PUTA MADRE CALLATE,dominance
1383,"@ejutv Ahora defiendes a la. Iglesia hijo. De perra? Eres una mierda, no mereces llamarte humano, en que mala hora habras nacido",non-sexist
3025,@SheForStyles Callate ya pedazo de rata q esa serie es una puta mierda como tú q eres una mierda q vergüenza de programa #putoot,non-sexist
1381,"@vibrium_ JAJAJAJAJAJA El multitasking es lo de hoy: Perra en Instagram, emo en Twitter, ridículas por Facebook y divas en WhatsApp, todo a la misma vez y sin mezclar historias.",discredit
669,"Con tantos casos de violacion y acoso sexual, vamos a concluir que el mas sanito de todos era Michael Jackson",non-sexist
2895,Que te pasa mardito? yo soy puta pq quiero ser puta no pq me pasó algo malo... Cállate https://t.co/5569CtRrPG,non-sexist
1550,@PogbaKing6 @CampoyYT @LMDshw @KNekro @DjMaRiiO_90 Joder tío callate que soy un puto adolescente de mierda queriendo llamar la puta atención,non-sexist
2204,"@zamue23 @ivancastello Tú eres un poeta, pero sin puta idea de fútbol. Si hace mal su trabajo, a la mierda. Aquí o en Perú.",non-sexist
674,@el_dinamo Callate viejo culiao. Hijo de puta. Las mil perras q te parieron....complice de asesinatos y torturas a compatriotas. Muerete de una vez.....maldito.,non-sexist
876,@Dqnigamer @SoyPapho hijo de perra no me estes hablando asi tu eres mi puta,discredit
93,7. Loreen; no tengo suficientes palabras ni caracteres para definir en un tweet porque esta mujer es la puta reina de suecia. https://t.co/DnE5ZpziQI,discredit
972,"Q va tener otra q lo hacen mejor, te traigo la perra de la vecina garcha pero callate lpm",discredit
2958,@Gersoto88 @goguevar @gobierno Ya cállate de una puta vez Gerardo,non-sexist
1020,-¿Por que las mujeres tienen Un sexto sentodo? -Porque no usan los otros cinco,stereotype
3159,"que hueva que hables de la gente asi, si tu eres mas puta",discredit
1379,¿Por que si a una mujer le pegan un tiro en la cabeza dura tres dias en morirse? Porque a los tres dias la bala encuentra el cerebro.,stereotype
784,@gabii_Rp Mereces ser cartonero hijo de puta jaja,non-sexist
2682,"Si quieres enseñar a hacer algo a un perro enseñalo bien y con amor, no reventandolo a palos hijo de la gran puta, de vd los que maltratan a los animales merecen la peor de las muertes, asi lo digo",non-sexist
3063,"Cristina Pedroche explota: &quot;Si me pongo escote soy una guarra; si voy más tapada, es que no soy. https://t.co/PMskxIREe5",non-sexist
2008,Todo tu eres bien perra mamaguevo JAJAJAJAJAJAJAJA. https://t.co/DQOZUpIGXv,discredit
1333,#MeToo Escándalos de acoso sexual y el riesgo de banalizar la violación https://t.co/GJKFEFa4Tn vía @HiloDirecto,non-sexist
2489,Llamar guapa a una chica es micromachismo pero querer azotar a una mujer hasta sangrar o llamar puta a Arrimadas es satira. 👏,non-sexist
3046,"@jotajordi13 Disculpa, tú eres ese al que llaman Jordi el niño polla?",non-sexist
632,@rocioquirogaaa @AlbaaRocio Vos tambien callate y contestame los wpp perra 😑,dominance
3127,Échate pa ca y no me discutas si yo se que tu eres bien puta,dominance
1326,"Decirle 'zorra', ' perra', 'puta' a otra mujer es tan de inquilinato del centro de Bogotá. Gas 💅",discredit
1565,@LeticiaDolera @garrido_aura No puedo creer que esto sea verdad. No entiendo que coño pasa en el mundo,non-sexist
1384,Russell Simmons recibe nueve denuncias más por violación y acoso sexual https://t.co/41y1DLKAYI,non-sexist
532,@keyawnce @manicalvie Cállate puta barata,dominance
2529,Estuve a punto de decirle a ese maldito gordo hijo 'e la grandísima puta que me enseñara las tetas para hacerme una paja rusa a lo caleta.,non-sexist
2960,"Jorge, cállate la puta boca xddd Dices eso de que lo de Rubén lo ha beneficiado como si hubiese quedado como víctima y haya ganado por eso cuando si ha ganado ha sido por lo genial concursante que fue en todo momento, no jodas. #FinalGH",non-sexist
1965,"@letra_escarlata @Zurine3 Pero qué coño está pasando con los hombres, algunos deben creer q la veda está abierta. Exigiimos MANO DURA!!!",non-sexist
1853,"Así, sí ! estupenda columna de @YolandaRuizRCN ... Distinguir entre: el acoso, la violación y la seducción. 'El acoso no es seducción. No podemos confundir para darles excusas a los abusadores que disfrazan de conquistas sus agresiones. En el juego de seducción se necesitan dos.' https://t.co/miiBmoasqi",non-sexist
1756,@rubencds Callate sapo! Puta tu abuela pendejo,discredit
547,"@TowandaRebels Justamente los violadores son la escoria de los hombres, la forma más baja de vida animal",non-sexist
262,mi novia es una puta merienda😍🤯😛💦,discredit
2937,"@PabloSobrado7 claro, como tu eres un subnormal retrasado venido de otra planeta. Voy a ir a tu puta casa a romperte un brazo.",non-sexist
1104,Esta mujer es una perra de mierda yo le saco la cucha a ella la maraca culia https://t.co/QPdiKGAJcE,discredit
2107,@DaniJohnson__ Callate pajera chupa pija si te encantan que te maltraten perra,sexual_harassment
1414,@ivanzarak eres un cinico mereces que te caiga un rayo para que te mueras rabiblanco hijo puta. Perra la madre que te parió.,non-sexist
2362,"@TehSinapsis Suele pasar, te tengo que enseñar uno donde 600 comentarios de 700 me dicen lo mismo, qué puta risa!!",non-sexist
1375,qué mierdas hace mi perra ladrando a estas horas... tía cállate,dominance
1146,#YuriIsOverParty @OficialYuri te lo merecias muchisimo zorra https://t.co/VGRnNyWa8s,discredit
906,@Dana__51 Que te calles puta parguela xd,dominance
73,@mariajoarga @Paugalindo Ay cállate perra.,dominance
1174,"@Kristian__Perry Jajajajajaj 😂 tu eres el que maneja, yo la copiloto y Ale la perra 🌚",non-sexist
374,@MRMaureraVen ¿Para que me sigues maldita chavista hija de puta? Sal de mi TL perra asquerosa. Tu eres culpable de la desgracia de Venezuela. Mil veces maldita tu y toda tu generacion,dominance
1313,"Una chica no es una guarra, una zorra, una puta, una buscan por su manera de vestir.",non-sexist
2943,Como odio la gente impuntual la puta madreeee y tu chica es impuntual encima,discredit
881,Y pensar que la perra desgraciada me muerde cuando trataba de enseñarle trucos o a saltar la cuerda. ;_;,non-sexist
1361,"Felices 15 a la mas puta💗 espero que la estes pasando re lindo porque te lo re mereces, te amo un monnnnton !!! @XimeGatter https://t.co/onlbzJO13K",discredit
1927,Cuatro bomberos en EEUU suspendidos por acoso homofóbico y tentativa de violación a un recluta https://t.co/7VrzGkPp5q vía @MenMagazineGay,non-sexist
1815,Si esa perra no te valora botala mereces alguien mejor,non-sexist
2057,@RafaelVazquez21 te hice un dibujo pero la verdad me da puta pena enseñarlo xD Es horrible xDDD,non-sexist
1879,"@abruchirinx cállate abril, te voy a pegar. Tas re perra💖",dominance
3040,@soficides Callate pedazo de PUTA,discredit
1303,Que bueeeen quilombo jajaajaj. Te lo merecias por zorra 😘,discredit
1232,@SChipolini5 Jajajajajaja cállate vos perra,dominance
189,"@LaUnionAM800 No es mas imbécil porque no es mas alto... el y su guarra, par de analfabetos funcionales... instigadores y apologistas a la violencia...!!!",discredit
3160,"Jugando con tu coño, jugando con mi polla, dándonos placer mutuo mirándonos a los ojos, noto que estás cerca, yo estoy a punto de explotar, acabemos a la vez, llenémonos de nuestros flujos https://t.co/ZAr86Vwerr",sexual_harassment
586,"@vmoulian @baradit Puta el weon hincha pelotas... Criticas a @baradit por su programa, pero tu eres panelista en Primer Plano... EN PRIMER PLANO PO WEEEOON!!!... Chanta!",discredit
83,"@aloayzah @MangeSuazo @joseantoniokast Oye, clouseau, de tanto pegarte en la cara ya la tienes plana. Algún otro argumento aparte de repetir mil veces un emoticon?",non-sexist
17,"Editar, además de complicado, es lo que hace de algo que merezca la pena o no, porque puedes haber grabado la puta hostia de planos, que si no los montas bien, con un sentido y los maquillas atractivamente, se va a la mierda.",non-sexist
2539,@lammothsenpai el simio fuenlabreño al cual tengo que ver más a menudo. Eres un tío de puta madre y te mereces lo mejor del mundo. Espero que en 2018 te vaya todo de lujo y empieces por la puerta grande.,non-sexist
1259,@Ojo_Publico @YeniVilcatoma2 Que PERRA ERES! ni un perro se porta como tu! No mereces ser mujer! el pais te repudia! y te pasará la factura!,discredit
743,@xDeputyGrimes Pero si tú eres la perra.,discredit
3185,"@mmcuesta Andate a la verga corrupta hija de puta, tu eres la que debes estar presa, o acaso allanaron tu casa por complicidad con CAPACO por equivocación... maldita rata sinvergüenza ya caeras y voy a disfrutar cada una de tus lágrimas dr cocodrilo",discredit
1209,"@DanieLaCevaLloG @juaneloayza49 Y ahora ??? Persecución, violacion de derechos humanos, hostigamiento, acoso sexual, envidia .... que mismo será ! Semejante tranquila y buena gente está chica del nuevo partido 35RC ( Ratas 🐀 corruptas), si son gente de h",non-sexist
824,Hombres de España. Que no os frene el voto femenino. Somos más y nuestra opinión sigue contando más. ¡TodOs a las urnas!,dominance
3,"@Nanchinho A ver si haces algo que sirva para mejorar el mundo, hija de puta @barbijaputa",discredit
2759,@Markitus_PM @LenVGC Joder que te calles ostia puta,dominance
1007,@michelle_sexxx eres mi maldito juguete preferido mmm. Me encanta llenar tu coño de mi leche espesa mi perra en celo,sexual_harassment
1015,Eres una perra patética. Tu coño apesta y tu cabeza es wack. Estás enojado porque le diste la cabeza y te dejó perra,discredit
1739,@Zurine3 Quienes han sacado esto no han comido un coño en su vida no? Porque no creo que el maquillaje tenga buen sabor,non-sexist
355,@valevitarb es que tú eres LA perra MAYOR 🐕✨✨✨✨✨,discredit
802,@Martukkki @mividaconmi @yodominguez Es que la puta libre lucha denuncia la explotación sexual. No tiene nada que ver! Por la explotación laboral en la industria textil vamos a abolir la industria textil? No. Vamos a perseguir la explotación,non-sexist
1894,"Que no es presunto 🐍 @informativost5 que ESCORIA😈 es CULPABLE del ASESINATO,DESAPARICION,SECUESTRO Y VIOLACIÓN de #DianaQuer angelico 😓🌷💕🐾🌛 D.E.P que este ESCORIA😈q su trastorno solo es #HijoPutismoAgudo va a pagarlo 😈😈 #TodasSomosDiana 💕🐾🌛",non-sexist
1153,"No fue acoso nada más, fue intento de violación a un menor de edad. 😫 Todo lo que dice Marta Lamas bien lo pudo haber repetido un machiprogre y abre la puerta a que usen su opinión 'calificada' para justificar abusos. https://t.co/gUq0cd2oKX",sexual_harassment
874,Mi perra rompió las pelotas toda la madrugada y ahora que me levanté está callada que perra hija de puta a quien habrá salido,non-sexist
2891,@IgnCaceres87 @andresocanacope @eldesmarque_rbb Llamar 'puta' a una mujer es algo más que desafortunado pero allá vosotros...,non-sexist
793,@xLittleBlue Callate que una esta ahora en el pueblo acompañada de un pajaro y una perra,dominance
2868,"Marco Arana @vozdelatierra, eres un hijo de puta. Mereces el olvido. Todo el día diciendo que esto es golpe y votaste a favor. Hijo de puta.",non-sexist
1733,"@GastonE58 Callate, no te metas con mi perra 😑",discredit
226,"@cristinadevonne Ni tú eres perra ni yo soy un gato, mi corazón de repuesto, se muere por latir siempre a tu lado.",non-sexist
2941,@Guardiolinhoo Callate payaso.Puta Barça.Puta Catalunya.,non-sexist
2669,"Adán canta “mi novia es sevillista y una puta más”...enhorabuena por la victoria. La prima, podrías usarla para que te enseñen valores, respeto y comprarte algún libro de autoayuda para semejante idiotez.",discredit
1037,me saqué un 9 en el final de biología para vos hija de puta q no me quisiste promocionar por unas centésimas EN TU CARA Y EN TU CANCHA,discredit
100,"@erreleny @Fel_blan Buena descripción, aunque se te ha olvidado decir la puta moralina. Todos tienen que ENSEÑARTE y EDUCARTE con su puta moralina de los cojones. Es una serie muy milenial.",non-sexist
2834,"La mina también bastante puta. Onda, la que esta de novia es ella no el 🙆🙆 https://t.co/cBYGWb6nty",discredit
84,@Sonia_Cameselle Esta mujer es una perra.,discredit
2077,@FunesCartagena Cállate serote vos ya no sos de aqui podrías en ese país hijo de puta,non-sexist
885,Me preguntaron por qué mi perro tiene collar rosado y mi perra uno verde. 'No será al revés?'. No amis porfa callate.,non-sexist
539,Sacar a un imbécil borracho no es la mejor idea para acreditar la realidad del acoso que practican los golpistas de la estelada. https://t.co/SVF5zLapb2,non-sexist
3015,"@FerranAixala Miss polígono... mira que q ciudadanos le tengo un asco tremendo, pero tú eres un hijo de puta con todas las letras. Q te jode que sea el partido más votado y se te nota. No rompas tu dni como hicieron unos cuantos hace unos meses anda",non-sexist
734,"@Flowypanda Pero Flow, las mujeres son seres de luz! Gracias, lo peor de todo es que la gente le da rt a su puta mierda de tweet manipulador...",non-sexist
1336,@Antweetmoral tú cállate hija de perra https://t.co/rHAD9hosVI,discredit
3174,@vickkysanchezz Cállate tu puta zorra 😒👅,discredit
158,@SamuelMarinRuiz Por desgracia tengo 4 pelos polla en la cara y es toh muy sad Encima de Panchito y parguela...imberbe https://t.co/CQm0ZwcPGa,non-sexist
1891,"@sr_hater_ Claro, por subir la foto que le dé la puta gana a su Twitter es una guarra. Asocias enseñar carne con ser guarra. Espero que seas de los que lleva jersey de cuello alto en pleno verano.",non-sexist
2645,@elisacarrio Que gorda hija de puta. Te mereces ser jubilada de la minima. Forra de mierda,discredit
2744,Mira que su ex era una chica de puta madre pero esta mujer es muy pedante 🙃,discredit
1711,"'Nel, perro. Cállate. Vete a la verga. Voy a dirigir Star Wars, perra.' Y así es como con comentarios sobre su grandiosidad, Trevorrow defendía The Book of Henry y logro conseguir a actores del calibre de Naomi Watts y... Naomi Watts, ¿por qué?",discredit
2927,"@_Moroncito_ Callate la boca! Subnormal, que no tienes ni puta idea de fútbol",non-sexist
268,Que guarra tienes que ser en el catre — Cuando quiero con quien quiero https://t.co/nBUSE7ejJb,non-sexist
794,"@EmiVidela87 Cállate perra cochina, lo único complicado acá es que levante mañana a laburar",dominance
1081,@BeeluArzola Sos una hija de puta mala.madre pobre ángel todo x una tablet perra mal parida no te mereces nada vos presa tenes que ir no al sicólogo .,discredit
2251,@ArmadaEspaola TU ERES UNA PUTA DE NOM GUARRA.,discredit
3187,"Peor castigo que Dios me dió de darme una madre tan hija de mil puta, mi viejo no se merecía irse al cielo está hija de puta se lo merecía",discredit
2864,"me estoy echando #ELCHISMESITO (porque mi puta tableta fallo) y NO ES POSIBLE EL DRAMA QUE PUEDE PROVOCAR UN PUTO DIBUJO, DIOSITO.",non-sexist
791,@NievesD36 @el_pais ¿Distingues entre una violación o entre un acoso laboral? o lo metes todo en el mismo pack?. Cuando te meten mano o te proponen en el trabajo no te ponen una navaja en el cuello. Tú eliges si es conveniente o no y de esa elección corre,non-sexist
1481,@Humbert8204 Publica una foto con una polla metida en tu culo bb,non-sexist
2272,"@Kevinn_almiron Cállate que todos vieron como dormía y dormis, LO VAS A ACEPTAR O NO HIJO DE PUTA PRIMER AVISO",non-sexist
583,@MandiocaTeFoka si.. comemela a mi,non-sexist
1270,@nazaretfuertes callate no quiero cumplir 20 😭😭😭😭😭😭😭😭😭😭 dejame disfrutar este año guarra🤫,discredit
3149,"@LynaVallejosFan tu eres puta aquí , si no te gusta lyna tampoco para andarla insultando por el mundo estupida de mierda",discredit
2856,@AnntoIglesias HIJA DDE PUTA TE LO MERECES POR TOFAS LAS VECES QUE LO HICISTE,discredit
2745,"Puta este perro no te odia , es machista y bastanteo machirulo curioso . Tu eres tuya y ningún machito te tiene que poner la zarpa encima https://t.co/fh8haF5WNW",discredit
183,@JorgeCalabres Cállate hija de perra mongolo de mierda,non-sexist
306,"// Hostia puta, si tú eres del Fake Danganronpa, si mal no recuerdo¿ https://t.co/vqFg6j4QKx",discredit
961,"@solci_cordoba15 @CandeAcunia Callate sol puta, cande no se dio cuenta por q sabe que estudió",discredit
1190,"@EPN @revistaQP @sebastianpinera callate mexicano hijo de perra,",non-sexist
1697,@Barbijaputa Por suerte sigue siendo lo suficientemente imbécil para decir 'cuando vamos a dejar de vernos como rivales' para que la gente no piense que ha aprendido al respecto.,non-sexist
518,Miriam se merecía una canción decente para bordarlo y es que la perra lo ha bordado y se ha quedado tan tranqui! #OTGala8,discredit
1993,A esta guarra le gusta enseñar el coño: #morenas #porn #sexooral https://t.co/3hZlUMKkcv,stereotype
1498,@salvameoficial Tu eres el ser humano mas malo que hay en la tierra GUARRA CERDA SUCIA,discredit
1152,Olé perra hijueputa @Andreeaa_05 enseñarle que usted si sabe:3,sexual_harassment
3231,"Aaaah pero anda a hacer eso acá en chimpay, ya sos una puta. Regalada. Etc.. la mujer es libre de Mostrar su cuerpo como ella quiera. Despues son todas feministas jaa caretassss https://t.co/aLhYkOc4d7",discredit
1994,"@IrantzuVarela @redequomujeres Eso es no tener ni puta idea de gestión ni dos dedos de frente, al margen de lo patriarcal.",non-sexist
2342,"Odiame pero al mirarte a un espejo recuerda: yo soy agil y atractivo, tú eres una puta cerda Y es que tienes tanta tonteria y tienes tanta maldad, que en algun sitio de tu cuerpo se tiene que acumular",stereotype
2652,@Liberty_yere @_SR_REX Mima cállate la puta boca JAJAJAJAJAJAJAJAJA,discredit
3033,@DIOSAYT @unaineira_04 @A_S_B_L_A_C_K Cállate perra,discredit
169,Vuélvete una perra con quien lo merezcas https://t.co/TxrsCYQYQ8,discredit
2275,@FilmusDaniel Callate hijo de puta. Fuiste una mierda y vas a terminar tu vida siendo una mierda.,non-sexist
1829,"@AnitaBotwin Presentar a las firmantes del manifiesto como defensoras de la violación y el acoso es, como poco, exagerado, yo creo que malintencionado",non-sexist
676,Acusan al exrapero y productor musical Russell Simmons por violación y acoso sexual https://t.co/9LHdi1VyyQ https://t.co/ZUgreTzoEo,non-sexist
3035,@carlosj_almon Cállate perra,dominance
3181,"Esta imbécil esta buscando piña, zorra de mierda.",discredit
214,@laLauusrobles Tu eres zorra amiga jajajajajajajaja,discredit
3047,"Da asco el tipejo de la mesa que tiene el pelo polla en la garganta, haciendo campaña a los NAZIonalistas catalanes. #ObrasSijenaARV",non-sexist
935,"Esta noche se sale de fiesta. Si alguno pretende ligar con alguna mujer ya sabéis el dicho: Sábado sabadete, un polvete y al garete.",non-sexist
103,@Maridolvers Perra te lo merecías! 😎,discredit
1393,"-En que se parece una mujer a una foca ? -En que una es gorda, tiene bigote y huele a pescado y la otra vive en el mar",stereotype
514,Os voy a enseñar una foto muy guarra mia,non-sexist
1330,@diarioas Buaffff con la Iglesia hemos topado los que dicen que son periodistas sois la mayoría no todos sois escoria,non-sexist
2445,@Santi_Darkis @b00m4835 @noa_pls @RuthGG_Blueyes @Clauarquera @ShandyTargaryen Jajajajajajaaj tu eres mi puta preferida santi ❤,discredit
1743,"Me despierto con mi vieja gritandome 'Se murio el perro', la puta madre, esta mujer es peor que yo con las bromas",non-sexist
615,"@Barbijaputa Chica, la verdad me da igual que tengas coño o falo y pelotas, lo importante para mí es lo escribes y la verdad lo haces más bien con el cerebro que con los genitales. Así sigue dando guerra!",non-sexist
1813,buen decia mi abuelo ... la mas callada y la que dice que no es la mas puta https://t.co/ULtqZfVmTh,discredit
2337,@MashiRafael Vergüenza mundial dan ! Ratas! 🐀 y vos correa hijo de puta no te mereces la ciudadanía ecuatoriana igual q ese Jorge Glas! Repudio total a la mañoseria y caretucada de tu gobierno!,non-sexist
3056,"Y los que no se denuncian... hagamos números. El acoso a las mujeres es diario. No todos los hombres son acosadores, pero todas las mujeres han sido acosadas. https://t.co/jza9llhqWA",non-sexist
920,"@Valeria_Martell @NopaIep Si, estoy de acuerdo. A ningún hombre le pasaría por la cabeza que una mujer es puta por subir fotos semi desnuda. Libertad y respeto.",non-sexist
1292,'COMO???? NO NO NO PUEDE SER QUE CARAJO NO MERECIA ESO QUE HIJO DE PUTA' la reaccion de mi tia con >>>las series Mi hermano con >>>sus videojuegos Y yo con >>>los libros Diferent place same feeling,non-sexist
830,Hola soy TraedRuffles tu novia es una puta me acabo de pasar el Tekken con Casemiro reídme las gracias por favor,discredit
1050,"@CanalusHeresy @Fourty35 @IrantzuVarela A, que la zorra está va de matona por la vida? Jajajaja. Pero si de un soplido la desgracias al adefesio ese!😂",discredit
2069,I want to write you a song se merecia mas y la puta madre la letra es lo mas hermoso y la melodia es paz total la concha de la lora SE MERECIA MAS,non-sexist
2379,"@velaskus_ @baessys que te calles la puta boca y si está opinando lo mismo que tú no te pongas a sacarle la puntilla a todo que pareces retrasada, eso.",discredit
1766,"@Antoo_1704 Estuve 7 HORAS ayudando a mi perra para que tenga a los perritos, hace 2 DÍAS que no dormía jajaja me lo merecía",non-sexist
1183,Nunca pensé que un capitulo de Dr. House me iba a hacer llorar tanto 💔 Amber eras una perra pero no merecías eso 😞,discredit
2218,"@AjoyAgua45 @crisdel57 Esa mujer es un deshonor para el género... Yegua puta y montonera... En mi vida vi semejante autodescripcion, si ella lo dice x algo será",discredit
1253,"7- Skam, Noora sætre Se merecía ser feliz con William, aveces puede ser una perra sin darse cuenta pero en el fondo es un amor de persona, me enamoré de ella antes de ver la serie https://t.co/vFqtumdKIb",discredit
2554,"No, bola mongolica rellena de pudín, no, no, ¡NO! La flaca se viste así porque le da la puta gana, no para provocarte a ti, ahorrate tus palabras, maldita esfera rolluda",dominance
2047,Que feo cuando te pintan medialunas y te traen NUEVE DE ORO pero qué hijo de puta Hugo mereces q te asesine,non-sexist
564,@ElInformanteMX @Cabify_Mexico Pinche bastardo ojalá un dia me lo tope para enseñarle a no ser un hijo de su puta madre,non-sexist
1177,@martasuarezesm Ni tú eres perra ni yo soy un gato!,non-sexist
2674,@Epic339YT DAME MI PUTA CUENTAAAA!!!!!! TU ERES EL MENTIROSO TUS SORTEOS SON FAKE,non-sexist
2760,Hoxe meu abuelo vaime enseñar a usar a escopeta e estou superemocionada 😍😍😍 a miña nai non lle fai puta gracia pero me da iwá,non-sexist
2628,La unica diferencia es que a ella si le importan las cosas y tu eres una PUTA,discredit
521,@LaDivinaDiva Callate maldita perra. O seguro eres un pobre marico detras de un user femenino. Chavista colaborador,non-sexist
2886,@mfp777 @CONCEPCINMARTNE @japtapias @LaVanguardia Que tonterías dices tío... No tienes ni puta idea de nada... Xd los bots pueden decir todas las cosas emotivas k sus programadores quieran y además ya hay IAs que emula sentimientos hace décadas xd típico ,non-sexist
437,"Ya cállate a la verga pls men, quiero comer en puta paz",non-sexist
1197,"@PepeBeisbol Deja tu dolor, maldito resentido. Tú eres la primera perra magayllinera que siempre está pendiente de lo que hace Leones. A tu madre la cogió un caraquista y ese es tu resentimiento, pajuo?",non-sexist
688,"@MartaSUgart @Zurine3 Mujerrrrr no seas asi , es un buen Hijo de puta , incluso un crack del hijoputismo.",non-sexist
1282,"Como por ejemplo esto, me produce una sensación de ansiedad y ganas de ir a cortarle la polla al imbécil https://t.co/ByxbzTRNEM",non-sexist
805,@JoaquinPrietito vení pero a vos no te pego en la cara pq sos muy lindo jajaja<3,non-sexist
1598,@TroyanovichD callate hijo de puta q vos te diste cuenta hace 5 meses máximo,stereotype
1058,@EternoBlanco_ Cállate perra por un partido no hay vergüenza para alguien que lleva 5 titulos,non-sexist
3137,"@vaalenbecerra La puta madre loco, más vale q este verano aprendas , voy a tratar de enseñarte",non-sexist
954,"Baby yo sé, que tú eres bien puta yo lo sé 🎶 La puse en cuatro pero nunca la besé 🎶😂😂😂😂",sexual_harassment
2068,No mereces usar un meme de Saitama para esta puta mierda. https://t.co/E1Vv1NPnEX,non-sexist
2562,"@D3STR0_ @FCBarcelona_es Soy cule y antiperico, pero tú eres un hijo de la gran puta",non-sexist
3177,@Viejastirpe 'Profe al final no te puedo enseñar mi polla salterina pero te puedo mostrar un testiculo que grita.Apruébame anda',sexual_harassment
1763,@fidgetspintana callate perra tonta,dominance
1967,Maldita perra.... REPRESION ???? JODAS REPRESION LA QUE HACEN USTEDES EN MI PAIS MOSTRICO CÁLLATE NO ESCRIBAS ESTUPIDECES SIGUES PICADA CON ARGENTINA JAJAJA AQUI NO VUELVEN MAS NUNCA https://t.co/OuFjCYNzmi,discredit
2925,@SilvanaGiudici @PatoBullrich CALLATE GORDA PUTA CONCHA SUCIA MAL TEÑIDA,dominance
385,@zombyerss hola zombie eres un ovni te pego en la cara a ver si empiezas con esta batalla yea,non-sexist
